,neighbourhood_group,room_type,price,number_of_reviews,availability_365
40378,1,1,140,9,0
40379,0,2,1080,0,167
40380,1,2,225,11,280
40381,0,1,45,1,0
40382,0,1,150,0,269
40383,2,2,175,19,147
40384,1,1,53,1,0
40385,2,1,44,14,47
40386,0,1,59,18,118
40387,1,1,65,11,0
40388,0,1,65,0,0
40389,1,1,59,39,106
40390,4,1,50,0,0
40391,0,1,70,17,26
40392,0,1,59,17,109
40393,1,2,199,26,72
40394,1,1,300,2,365
40395,1,1,61,2,0
40396,1,1,90,8,324
40397,0,1,60,1,0
40398,1,2,179,1,3
40399,1,2,199,12,110
40400,1,1,150,5,20
40401,0,1,85,11,314
40402,4,2,80,12,91
40403,1,1,300,0,0
40404,0,1,100,4,0
40405,2,1,35,1,252
40406,4,2,74,19,183
40407,1,2,150,0,0
40408,1,1,100,32,184
40409,2,2,114,7,359
40410,1,1,140,4,0
40411,1,1,77,31,106
40412,1,2,1299,15,273
40413,0,2,170,5,304
40414,1,1,175,3,105
40415,1,2,156,21,46
40416,0,2,110,0,63
40417,1,1,100,0,179
40418,0,1,45,13,170
40419,0,1,40,0,0
40420,1,2,110,13,197
40421,1,1,114,13,50
40422,1,2,135,0,0
40423,2,1,35,17,354
40424,2,0,39,65,320
40425,0,1,65,4,178
40426,0,1,85,0,0
40427,1,1,116,17,42
40428,1,1,101,10,62
40429,2,2,200,12,139
40430,1,1,85,7,0
40431,0,1,70,3,0
40432,0,2,172,9,281
40433,1,2,9999,0,365
40434,2,2,120,0,0
40435,1,1,65,2,0
40436,1,2,115,1,50
40437,1,1,200,0,0
40438,0,1,60,0,191
40439,2,1,25,17,231
40440,0,1,68,0,191
40441,2,0,19,15,236
40442,0,2,250,0,364
40443,1,2,495,1,52
40444,1,2,525,5,63
40445,1,2,395,1,363
40446,0,2,82,14,75
40447,0,1,100,3,100
40448,1,2,70,11,0
40449,0,2,100,8,342
40450,2,1,35,10,11
40451,0,1,80,0,27
40452,1,1,100,0,365
40453,0,2,120,0,0
40454,0,2,175,8,0
40455,2,2,130,9,162
40456,0,1,55,21,0
40457,0,1,65,0,0
40458,0,2,100,15,66
40459,1,2,139,0,0
40460,1,2,105,6,83
40461,0,1,90,6,0
40462,0,1,60,18,29
40463,0,2,300,16,92
40464,0,2,179,0,342
40465,1,1,70,3,0
40466,1,2,229,3,362
40467,3,1,100,0,0
40468,0,1,49,0,0
40469,0,1,250,0,364
40470,0,1,60,3,86
40471,0,1,125,2,180
40472,0,1,125,0,364
40473,1,1,109,17,35
40474,1,2,400,1,0
40475,0,1,45,8,0
40476,1,2,197,2,334
40477,0,2,85,2,6
40478,0,2,120,4,0
40479,2,2,170,10,97
40480,0,0,40,0,0
40481,2,1,55,12,81
40482,2,2,125,9,344
40483,2,2,100,42,121
40484,1,2,180,2,173
40485,0,1,40,0,0
40486,0,2,156,0,126
40487,2,2,99,20,0
40488,1,2,145,28,169
40489,4,2,247,15,322
40490,0,1,120,8,80
40491,1,1,70,1,65
40492,0,2,80,21,154
40493,1,2,200,1,0
40494,1,1,150,6,280
40495,1,2,599,11,140
40496,1,2,188,4,253
40497,1,1,110,13,13
40498,0,1,99,15,149
40499,1,1,100,0,0
40500,0,1,70,8,8
40501,1,1,75,6,0
40502,4,1,30,14,176
40503,1,2,180,0,54
40504,1,2,225,22,268
40505,1,1,125,0,0
40506,1,2,130,3,0
40507,1,2,145,0,357
40508,2,1,28,12,236
40509,2,1,49,0,281
40510,2,1,40,5,306
40511,1,2,271,0,331
40512,0,2,100,0,0
40513,1,2,88,18,5
40514,1,1,86,1,310
40515,2,1,55,11,7
40516,1,1,300,0,338
40517,0,2,125,8,188
40518,0,2,200,2,49
40519,1,2,80,2,189
40520,0,1,45,0,0
40521,1,1,80,13,6
40522,1,2,99,20,81
40523,1,1,70,0,0
40524,1,1,100,4,254
40525,0,2,85,36,210
40526,0,1,49,9,177
40527,1,1,69,4,60
40528,0,1,40,1,0
40529,1,2,175,3,274
40530,1,1,65,4,69
40531,3,1,85,29,296
40532,1,2,140,1,0
40533,0,1,75,23,113
40534,1,2,350,25,0
40535,1,2,150,9,0
40536,1,1,50,35,36
40537,4,1,80,1,156
40538,0,2,133,7,41
40539,1,1,80,0,36
40540,1,1,50,29,0
40541,1,2,219,20,322
40542,1,1,60,8,80
40543,1,2,307,0,249
40544,1,2,233,0,249
40545,1,2,235,28,8
40546,1,1,40,1,81
40547,0,2,100,2,268
40548,0,2,92,3,95
40549,1,1,45,12,78
40550,0,1,50,3,365
40551,0,2,200,0,0
40552,1,1,42,7,131
40553,1,0,249,0,0
40554,1,2,150,17,19
40555,0,1,35,1,7
40556,0,2,165,0,20
40557,1,2,170,0,188
40558,1,1,289,17,72
40559,0,2,400,0,329
40560,2,1,55,25,34
40561,1,2,250,11,110
40562,2,1,56,9,4
40563,0,2,120,13,0
40564,2,2,149,14,30
40565,1,2,225,0,343
40566,1,2,225,0,365
40567,0,2,80,8,0
40568,0,1,59,2,53
40569,0,2,65,20,293
40570,0,1,39,3,67
40571,1,2,140,3,0
40572,0,2,165,0,337
40573,0,1,100,0,0
40574,2,1,55,10,360
40575,0,1,40,4,1
40576,1,2,115,12,0
40577,1,2,400,15,148
40578,1,1,35,25,80
40579,0,1,40,13,51
40580,1,2,110,20,227
40581,0,1,35,1,0
40582,1,2,225,0,343
40583,0,1,130,6,356
40584,1,2,299,3,38
40585,1,2,400,0,179
40586,1,1,2500,0,90
40587,1,1,60,0,51
40588,1,2,225,0,343
40589,0,2,130,6,292
40590,2,2,128,4,80
40591,0,1,45,2,0
40592,0,2,89,18,237
40593,0,1,39,1,0
40594,0,1,47,0,0
40595,0,1,49,8,164
40596,0,1,49,3,155
40597,1,2,1150,0,2
40598,0,2,61,15,0
40599,1,1,70,23,97
40600,2,2,105,0,22
40601,2,1,40,13,17
40602,0,1,50,14,5
40603,0,2,175,23,227
40604,0,1,50,2,12
40605,1,1,92,0,0
40606,0,2,95,22,22
40607,0,2,80,22,5
40608,2,2,90,9,121
40609,1,2,250,21,148
40610,0,1,40,5,0
40611,1,1,80,8,0
40612,0,2,80,1,0
40613,0,1,63,0,135
40614,0,1,150,1,0
40615,1,1,75,15,21
40616,1,1,71,0,185
40617,1,1,89,39,221
40618,2,2,99,18,141
40619,1,1,99,38,142
40620,4,1,50,0,0
40621,1,2,170,9,169
40622,1,0,50,38,238
40623,1,1,82,22,96
40624,1,2,299,8,342
40625,2,2,121,13,90
40626,1,1,75,21,351
40627,1,2,199,20,123
40628,0,2,149,0,5
40629,0,2,79,1,94
40630,0,1,60,1,153
40631,1,1,45,13,87
40632,0,1,125,2,199
40633,1,2,199,1,124
40634,0,1,48,2,53
40635,1,1,40,9,8
40636,4,1,85,5,343
40637,0,1,45,21,160
40638,1,2,1050,0,48
40639,0,1,68,1,311
40640,2,1,41,1,186
40641,0,1,80,0,342
40642,1,1,77,15,351
40643,2,2,72,7,52
40644,1,1,79,1,60
40645,1,1,120,1,0
40646,1,1,100,1,0
40647,0,2,106,3,0
40648,1,1,110,7,3
40649,1,2,135,1,214
40650,1,2,90,8,0
40651,1,2,750,0,97
40652,2,1,47,19,350
40653,1,2,600,0,281
40654,0,2,130,7,16
40655,0,2,100,9,0
40656,1,1,180,13,0
40657,0,1,55,26,156
40658,2,2,60,30,282
40659,1,2,350,46,342
40660,1,2,130,1,2
40661,0,1,65,9,157
40662,0,1,90,9,144
40663,0,2,120,12,0
40664,1,1,70,10,152
40665,1,2,135,2,7
40666,4,1,95,5,49
40667,1,1,86,0,0
40668,1,2,236,0,127
40669,0,1,50,3,330
40670,2,1,100,0,88
40671,0,1,70,4,21
40672,1,1,60,2,35
40673,2,1,49,0,247
40674,2,1,70,0,92
40675,2,2,97,2,52
40676,0,2,155,10,42
40677,0,1,58,8,158
40678,1,2,70,10,191
40679,3,1,57,7,365
40680,0,2,129,28,93
40681,1,1,109,2,0
40682,1,2,128,6,233
40683,0,1,80,10,4
40684,0,2,125,0,0
40685,1,2,85,5,16
40686,2,1,55,29,1
40687,0,1,69,1,95
40688,0,2,115,0,3
40689,0,1,59,0,0
40690,0,2,120,8,0
40691,0,1,80,0,0
40692,0,2,120,1,0
40693,1,2,57,0,181
40694,4,1,25,0,85
40695,2,2,95,0,0
40696,2,1,65,10,68
40697,0,2,100,0,89
40698,0,2,140,12,48
40699,1,2,85,4,8
40700,1,2,87,2,49
40701,1,2,205,2,124
40702,0,2,145,6,224
40703,1,2,236,0,273
40704,1,1,72,2,365
40705,0,2,149,24,194
40706,0,2,95,9,0
40707,1,2,213,0,303
40708,0,2,150,0,127
40709,0,2,80,19,81
40710,1,1,80,5,331
40711,1,2,190,46,232
40712,1,2,200,7,0
40713,4,1,50,19,32
40714,4,2,99,11,107
40715,1,1,199,5,362
40716,0,2,95,0,0
40717,1,1,129,2,363
40718,1,2,300,2,40
40719,1,1,199,3,360
40720,1,1,110,2,72
40721,2,2,175,11,172
40722,4,2,200,1,32
40723,2,1,60,4,150
40724,0,2,250,2,0
40725,2,1,99,2,336
40726,0,2,130,5,64
40727,0,2,120,12,107
40728,2,1,55,0,132
40729,0,2,115,2,93
40730,2,2,250,0,179
40731,0,1,80,1,89
40732,1,1,80,1,219
40733,0,2,45,17,248
40734,1,2,1295,1,289
40735,2,2,79,0,0
40736,0,1,29,2,244
40737,0,2,95,2,0
40738,2,1,40,9,0
40739,1,1,75,20,192
40740,1,2,200,4,6
40741,1,1,105,2,119
40742,0,2,135,0,204
40743,0,2,130,8,110
40744,0,1,60,5,110
40745,0,1,50,6,125
40746,1,2,135,1,217
40747,0,2,120,3,209
40748,0,2,136,18,74
40749,1,1,50,3,0
40750,2,1,41,0,215
40751,1,2,175,16,233
40752,1,2,85,7,0
40753,1,1,71,0,63
40754,2,1,80,6,365
40755,0,1,85,1,0
40756,1,2,255,13,239
40757,1,2,250,11,0
40758,1,2,95,0,0
40759,1,2,119,18,302
40760,4,1,65,0,90
40761,1,2,110,0,172
40762,1,1,160,0,0
40763,0,1,68,1,59
40764,1,2,1200,1,27
40765,1,1,119,1,0
40766,1,2,250,1,365
40767,0,1,49,1,96
40768,1,1,99,12,21
40769,1,2,200,4,88
40770,0,0,20,0,342
40771,0,2,140,30,135
40772,0,2,250,0,43
40773,1,1,220,5,21
40774,0,2,145,5,244
40775,0,2,200,14,330
40776,0,2,175,2,5
40777,0,1,45,3,0
40778,1,2,120,1,0
40779,2,2,125,2,0
40780,0,2,150,1,2
40781,4,1,68,0,364
40782,1,2,167,13,91
40783,0,2,220,4,76
40784,1,2,250,6,0
40785,4,2,80,0,321
40786,1,2,107,1,170
40787,2,1,54,1,56
40788,1,2,135,0,156
40789,0,1,35,1,36
40790,0,2,45,1,28
40791,2,2,200,1,179
40792,0,2,200,14,96
40793,0,2,165,13,273
40794,1,1,85,25,24
40795,0,1,57,1,3
40796,1,2,225,0,328
40797,1,2,150,2,7
40798,0,1,75,3,0
40799,1,2,220,6,0
40800,2,1,50,10,125
40801,0,1,50,5,0
40802,1,2,175,4,18
40803,2,1,70,3,135
40804,0,2,90,9,0
40805,0,2,56,2,0
40806,0,1,65,25,7
40807,1,1,100,20,7
40808,0,0,20,5,0
40809,1,1,65,0,310
40810,0,2,200,4,22
40811,2,1,90,0,0
40812,1,2,97,16,11
40813,2,1,45,13,53
40814,0,2,85,43,161
40815,2,1,40,10,205
40816,1,1,50,15,2
40817,1,1,100,6,125
40818,2,1,50,18,63
40819,1,2,299,13,61
40820,0,2,285,9,2
40821,2,2,170,3,41
40822,0,2,100,9,35
40823,0,2,60,45,30
40824,0,1,70,3,21
40825,2,2,140,9,204
40826,1,2,215,2,5
40827,2,2,52,1,0
40828,2,1,85,21,80
40829,1,2,250,9,112
40830,2,2,135,17,0
40831,1,2,230,2,29
40832,1,1,54,17,38
40833,2,2,70,11,3
40834,0,2,100,0,180
40835,3,1,75,8,90
40836,1,1,80,7,334
40837,0,2,110,0,353
40838,1,2,250,0,249
40839,1,2,349,0,310
40840,2,1,59,1,0
40841,1,2,80,3,0
40842,1,2,325,33,217
40843,1,1,80,3,188
40844,2,2,69,34,170
40845,0,1,48,0,0
40846,0,2,120,2,0
40847,1,2,120,2,116
40848,0,1,45,1,0
40849,0,2,85,25,28
40850,0,2,59,4,87
40851,1,2,100,6,8
40852,0,1,65,0,329
40853,0,2,375,1,7
40854,0,1,45,1,0
40855,1,2,117,6,0
40856,0,1,48,18,189
40857,0,1,48,11,166
40858,0,1,53,10,158
40859,4,1,99,1,0
40860,0,1,48,4,166
40861,1,2,150,0,74
40862,2,1,44,42,32
40863,1,1,55,1,353
40864,1,1,85,18,92
40865,4,2,115,19,228
40866,0,1,45,9,129
40867,2,2,75,2,0
40868,2,2,99,7,319
40869,0,1,80,2,0
40870,1,2,209,12,107
40871,0,2,185,0,320
40872,0,1,65,15,344
40873,0,1,65,21,321
40874,2,1,38,0,244
40875,1,1,80,1,342
40876,0,1,75,0,364
40877,1,1,75,2,0
40878,1,2,243,0,1
40879,1,2,130,15,15
40880,0,1,55,0,0
40881,0,2,160,22,237
40882,1,2,115,1,4
40883,0,2,123,3,147
40884,1,2,105,0,339
40885,0,2,280,12,250
40886,1,2,700,10,127
40887,0,1,70,33,0
40888,1,2,129,23,109
40889,0,1,37,51,341
40890,1,1,150,4,149
40891,1,1,150,3,152
40892,1,1,54,12,129
40893,1,2,185,0,55
40894,1,2,250,0,0
40895,0,2,79,4,0
40896,1,2,200,17,79
40897,0,2,250,19,295
40898,0,1,59,1,0
40899,1,2,132,3,0
40900,0,1,34,0,196
40901,0,1,70,5,0
40902,0,1,90,0,0
40903,2,1,40,1,153
40904,1,2,250,21,271
40905,0,1,89,0,0
40906,0,1,35,1,0
40907,1,1,59,1,332
40908,0,1,130,0,365
40909,1,1,59,2,333
40910,0,1,50,0,305
40911,1,1,73,0,185
40912,0,2,400,0,0
40913,1,1,73,0,185
40914,1,1,39,0,315
40915,0,1,225,1,178
40916,0,2,275,0,0
40917,0,1,65,32,22
40918,0,2,126,23,6
40919,0,1,63,3,44
40920,0,2,165,8,81
40921,0,1,65,3,0
40922,1,1,50,3,7
40923,1,2,110,1,3
40924,2,1,40,1,1
40925,1,2,495,15,156
40926,1,2,200,8,34
40927,0,2,130,57,337
40928,2,1,40,1,44
40929,2,2,95,0,17
40930,1,2,218,6,0
40931,1,1,65,14,0
40932,2,1,34,0,0
40933,1,1,95,0,365
40934,2,1,32,1,31
40935,0,1,80,6,179
40936,0,1,250,0,97
40937,0,2,107,1,0
40938,0,1,46,18,16
40939,0,2,175,4,14
40940,2,2,159,1,78
40941,0,0,31,0,365
40942,2,2,115,30,85
40943,1,1,75,16,199
40944,1,1,50,6,5
40945,1,1,149,6,336
40946,1,1,84,0,0
40947,0,1,50,0,0
40948,2,2,175,7,345
40949,2,1,65,14,5
40950,1,1,90,5,8
40951,1,2,89,0,1
40952,1,2,145,20,310
40953,1,2,150,1,249
40954,2,1,50,18,127
40955,1,1,87,11,46
40956,4,1,65,7,110
40957,0,1,30,2,6
40958,1,2,145,17,265
40959,1,2,225,19,50
40960,1,0,100,1,90
40961,2,1,42,16,121
40962,0,2,75,1,94
40963,1,2,90,11,89
40964,1,2,267,0,188
40965,1,2,140,1,276
40966,1,1,60,2,337
40967,1,1,60,1,333
40968,1,1,73,1,332
40969,1,1,60,0,347
40970,1,1,60,0,342
40971,1,1,60,0,356
40972,0,1,48,1,0
40973,1,1,60,0,364
40974,0,1,100,0,188
40975,1,1,60,1,342
40976,1,1,60,1,346
40977,1,1,60,1,325
40978,1,1,60,0,317
40979,0,1,80,0,0
40980,1,1,60,1,341
40981,1,1,60,1,365
40982,1,1,60,0,329
40983,1,1,60,0,317
40984,1,1,60,0,317
40985,0,2,100,3,258
40986,1,1,60,0,317
40987,1,2,120,4,0
40988,0,1,115,19,345
40989,0,2,200,11,269
40990,0,2,110,48,250
40991,4,1,65,6,77
40992,0,1,57,17,146
40993,0,2,175,1,0
40994,0,1,44,26,118
40995,1,1,80,0,0
40996,0,1,44,13,162
40997,2,1,80,0,364
40998,0,2,99,13,182
40999,2,2,250,12,137
41000,1,1,99,3,19
41001,1,1,99,1,31
41002,0,1,50,0,0
41003,0,2,86,19,284
41004,1,2,519,10,165
41005,2,1,75,0,138
41006,0,1,65,22,156
41007,2,1,37,1,0
41008,1,1,65,8,8
41009,2,1,40,18,30
41010,0,1,65,0,19
41011,2,1,65,2,319
41012,2,1,80,0,0
41013,0,1,40,20,6
41014,0,1,65,11,345
41015,1,1,130,0,154
41016,2,1,70,0,5
41017,0,2,120,17,214
41018,0,2,110,2,0
41019,1,2,142,5,214
41020,0,1,100,0,0
41021,0,2,159,12,259
41022,4,1,40,11,0
41023,1,2,199,0,0
41024,0,1,49,1,0
41025,0,1,49,15,0
41026,1,1,75,3,364
41027,0,1,38,1,0
41028,3,2,75,20,229
41029,3,2,100,11,259
41030,0,1,70,3,325
41031,0,1,95,0,179
41032,0,1,50,2,0
41033,4,1,41,0,163
41034,0,1,90,0,184
41035,0,2,190,4,187
41036,1,1,119,4,26
41037,0,1,110,5,82
41038,1,2,185,0,0
41039,0,2,68,20,0
41040,0,1,95,6,200
41041,1,2,113,20,96
41042,2,2,45,51,49
41043,1,2,699,1,333
41044,0,2,200,15,300
41045,1,2,799,3,346
41046,1,1,42,9,1
41047,0,1,95,4,59
41048,2,2,275,11,280
41049,0,1,85,16,11
41050,1,2,79,0,0
41051,1,1,60,6,254
41052,1,1,90,1,0
41053,1,2,250,41,125
41054,0,1,75,12,0
41055,0,2,450,5,43
41056,1,2,225,13,83
41057,0,1,30,3,0
41058,0,1,120,0,252
41059,1,1,80,30,183
41060,0,2,100,0,12
41061,1,2,275,0,329
41062,1,2,175,1,8
41063,1,2,300,0,288
41064,1,2,300,0,341
41065,0,2,99,17,20
41066,0,0,20,2,0
41067,0,2,135,33,9
41068,1,1,120,3,10
41069,4,2,289,14,356
41070,1,1,60,7,199
41071,0,2,160,22,289
41072,0,2,149,19,231
41073,2,2,99,19,143
41074,1,2,100,11,0
41075,0,1,75,15,52
41076,1,1,120,0,0
41077,0,2,199,20,61
41078,1,1,70,30,193
41079,1,1,299,0,363
41080,1,1,299,0,365
41081,0,1,75,16,25
41082,0,2,120,4,14
41083,0,2,250,0,1
41084,0,1,60,4,77
41085,0,1,75,4,5
41086,1,2,276,12,277
41087,1,2,130,3,20
41088,4,1,50,14,206
41089,1,1,180,0,83
41090,1,2,115,0,362
41091,1,2,260,6,173
41092,0,2,128,13,27
41093,1,1,75,1,22
41094,1,1,60,1,71
41095,0,1,70,8,75
41096,1,2,150,0,0
41097,3,2,100,47,151
41098,0,1,36,2,0
41099,2,2,99,5,246
41100,1,1,355,6,312
41101,1,1,75,0,0
41102,0,1,35,7,0
41103,1,2,211,21,30
41104,0,1,40,0,0
41105,1,1,55,8,44
41106,0,2,62,11,351
41107,0,1,37,1,0
41108,0,1,80,0,88
41109,0,1,60,16,116
41110,0,1,75,2,33
41111,0,2,110,19,34
41112,1,0,60,17,39
41113,0,2,225,4,78
41114,0,2,100,3,0
41115,2,2,200,4,124
41116,1,1,60,3,188
41117,1,2,199,0,365
41118,0,1,61,3,0
41119,1,2,375,4,208
41120,0,2,200,10,218
41121,0,2,120,13,13
41122,2,2,144,19,18
41123,1,2,175,6,0
41124,0,1,50,5,0
41125,0,1,60,0,0
41126,1,2,250,1,60
41127,1,2,180,3,22
41128,1,2,250,1,0
41129,1,1,60,0,317
41130,1,1,60,1,317
41131,1,1,58,0,317
41132,1,2,309,1,314
41133,1,2,190,0,0
41134,0,1,55,3,0
41135,0,1,45,2,0
41136,2,2,115,3,6
41137,0,1,200,0,363
41138,1,2,199,3,179
41139,2,2,50,1,0
41140,0,2,121,1,0
41141,0,1,45,3,34
41142,0,1,50,0,0
41143,2,1,44,0,247
41144,0,1,75,24,201
41145,0,2,150,7,86
41146,2,1,120,0,365
41147,0,2,165,18,61
41148,2,1,120,0,0
41149,1,2,450,0,365
41150,0,2,295,0,0
41151,2,2,115,2,314
41152,0,1,55,0,189
41153,0,1,35,0,0
41154,1,2,139,0,130
41155,2,1,50,20,167
41156,1,1,48,0,179
41157,0,1,80,3,363
41158,1,1,70,0,0
41159,0,2,90,19,53
41160,0,1,40,0,300
41161,2,1,80,38,29
41162,0,1,50,0,0
41163,2,1,55,32,28
41164,2,1,100,5,351
41165,1,2,345,6,154
41166,1,1,169,3,0
41167,1,2,35,33,5
41168,2,1,65,12,149
41169,2,1,80,5,358
41170,1,2,250,0,0
41171,1,1,60,1,0
41172,1,2,120,8,328
41173,0,2,575,0,105
41174,0,2,100,5,149
41175,1,2,450,12,325
41176,2,1,33,2,0
41177,1,1,55,17,30
41178,1,1,80,2,3
41179,1,1,30,0,0
41180,0,2,160,13,252
41181,1,2,1500,0,178
41182,2,1,25,44,41
41183,1,1,128,0,364
41184,1,2,450,3,154
41185,0,2,80,2,0
41186,1,1,128,0,1
41187,0,1,40,1,0
41188,0,1,40,3,0
41189,1,1,150,4,0
41190,1,1,53,26,1
41191,0,1,90,11,83
41192,2,2,30,11,230
41193,1,1,62,1,72
41194,2,1,45,40,30
41195,1,1,125,1,1
41196,0,2,110,1,23
41197,1,1,99,18,72
41198,0,1,50,0,0
41199,2,2,90,7,64
41200,2,1,42,33,31
41201,1,2,400,0,38
41202,0,1,67,0,357
41203,0,1,150,0,28
41204,0,1,60,2,0
41205,1,2,90,4,0
41206,0,1,42,13,280
41207,0,2,190,13,241
41208,1,1,300,1,76
41209,1,2,189,2,0
41210,1,1,120,29,198
41211,0,2,150,15,35
41212,1,1,85,11,227
41213,1,1,35,19,8
41214,1,2,1978,0,0
41215,0,2,1494,0,0
41216,1,2,3512,0,124
41217,1,2,600,0,110
41218,0,2,85,1,51
41219,1,1,150,17,16
41220,4,1,50,11,365
41221,2,2,115,15,44
41222,0,1,31,25,5
41223,1,1,53,4,0
41224,1,2,890,2,301
41225,0,1,80,0,5
41226,1,1,50,8,52
41227,0,2,179,8,104
41228,1,2,130,2,263
41229,1,1,85,20,5
41230,1,2,800,3,280
41231,2,1,40,0,156
41232,2,2,135,7,120
41233,0,1,80,10,102
41234,1,1,90,4,330
41235,1,2,159,0,90
41236,1,2,150,20,272
41237,2,1,40,5,297
41238,2,1,59,15,67
41239,1,0,500,0,89
41240,0,1,100,7,365
41241,1,2,159,0,249
41242,0,2,119,11,24
41243,2,1,42,20,157
41244,2,1,49,14,121
41245,4,2,76,14,300
41246,1,1,97,30,174
41247,1,1,300,19,166
41248,1,1,93,28,359
41249,1,2,220,4,283
41250,0,2,175,0,300
41251,1,2,699,0,132
41252,1,1,96,1,365
41253,1,2,100,0,13
41254,2,1,100,0,0
41255,1,2,299,9,19
41256,0,2,160,9,109
41257,0,2,110,6,17
41258,1,2,220,4,29
41259,1,2,130,2,332
41260,0,1,70,15,0
41261,2,2,150,24,236
41262,1,2,180,26,53
41263,1,1,100,19,48
41264,0,2,250,13,194
41265,0,2,250,7,215
41266,1,1,125,0,173
41267,0,1,70,3,319
41268,4,0,40,0,0
41269,1,2,200,3,85
41270,1,1,53,0,241
41271,1,1,55,0,210
41272,1,2,799,2,343
41273,2,1,48,1,132
41274,1,1,60,0,343
41275,1,1,69,0,310
41276,1,2,295,0,270
41277,0,1,60,16,355
41278,0,1,65,22,89
41279,1,1,115,0,22
41280,2,2,300,20,298
41281,4,1,45,14,347
41282,1,2,175,12,231
41283,1,2,1000,8,273
41284,1,2,150,18,0
41285,1,2,200,30,2
41286,0,1,55,4,95
41287,1,2,160,6,63
41288,0,2,110,7,1
41289,1,1,180,13,296
41290,2,2,90,14,251
41291,1,1,125,13,132
41292,1,1,68,2,0
41293,0,1,365,4,79
41294,0,1,71,9,223
41295,1,2,150,0,332
41296,1,2,185,0,298
41297,1,2,145,0,300
41298,4,2,148,7,358
41299,0,1,46,12,155
41300,1,2,165,9,2
41301,2,2,225,1,30
41302,1,2,180,0,214
41303,1,2,250,18,26
41304,1,2,170,4,123
41305,1,2,175,9,50
41306,0,1,100,2,3
41307,1,2,150,0,341
41308,2,2,70,8,141
41309,0,1,100,1,89
41310,1,1,180,3,151
41311,0,1,98,9,53
41312,1,1,96,2,5
41313,0,2,167,20,284
41314,1,1,85,27,0
41315,1,2,500,1,77
41316,2,2,98,15,337
41317,0,2,125,18,28
41318,1,1,75,20,223
41319,1,2,280,0,0
41320,1,1,99,4,29
41321,0,2,400,3,20
41322,1,2,290,2,313
41323,2,1,37,1,238
41324,1,1,80,3,0
41325,1,2,295,22,228
41326,1,2,160,2,126
41327,1,2,382,0,364
41328,2,1,45,14,168
41329,0,2,245,13,272
41330,0,1,80,3,14
41331,0,1,75,11,5
41332,1,2,230,0,0
41333,1,2,250,0,0
41334,2,2,145,14,331
41335,1,1,100,4,0
41336,2,1,80,5,157
41337,1,2,100,11,24
41338,1,1,300,0,0
41339,0,1,55,0,20
41340,1,2,250,17,200
41341,1,2,170,0,0
41342,2,1,100,5,42
41343,0,2,418,20,153
41344,0,1,110,7,152
41345,2,2,140,4,35
41346,1,1,75,0,0
41347,1,2,250,11,336
41348,4,2,65,15,51
41349,4,2,75,0,90
41350,3,1,30,1,188
41351,1,1,69,1,365
41352,2,1,60,0,338
41353,1,1,69,1,365
41354,1,0,69,1,365
41355,0,2,140,1,68
41356,0,2,450,2,204
41357,1,2,220,1,310
41358,1,2,210,3,156
41359,4,1,65,0,89
41360,0,1,58,6,94
41361,3,1,150,0,0
41362,1,2,245,6,272
41363,1,2,245,2,299
41364,1,1,200,13,352
41365,1,2,229,6,355
41366,1,1,204,4,327
41367,0,2,100,2,0
41368,1,2,156,8,51
41369,4,1,30,8,0
41370,0,2,240,1,89
41371,0,2,132,4,205
41372,0,2,130,15,119
41373,1,2,404,10,330
41374,1,2,234,2,332
41375,1,2,425,8,339
41376,1,2,235,7,306
41377,1,2,503,5,315
41378,1,2,250,17,71
41379,2,1,40,8,10
41380,1,1,258,6,332
41381,1,2,392,2,286
41382,1,1,375,5,280
41383,1,2,231,7,347
41384,1,2,194,8,341
41385,1,2,240,8,357
41386,1,2,229,7,346
41387,1,2,230,5,346
41388,1,2,472,12,234
41389,1,1,256,16,329
41390,1,2,149,7,155
41391,2,1,40,4,188
41392,1,1,95,8,131
41393,0,1,150,7,20
41394,2,1,51,1,239
41395,1,2,175,7,3
41396,0,0,75,2,1
41397,1,2,125,1,72
41398,1,2,282,0,302
41399,4,2,200,1,0
41400,1,1,999,1,310
41401,1,2,454,11,297
41402,1,1,262,6,328
41403,1,2,472,6,316
41404,1,2,203,7,338
41405,1,2,247,9,263
41406,1,2,377,15,273
41407,1,2,229,14,323
41408,1,2,234,12,340
41409,1,2,503,7,294
41410,1,2,228,2,350
41411,1,2,404,15,310
41412,1,2,252,12,302
41413,1,2,229,7,337
41414,1,2,431,10,323
41415,1,2,412,13,341
41416,1,2,403,8,273
41417,1,2,229,10,349
41418,1,2,227,8,356
41419,1,2,205,10,338
41420,1,1,85,2,7
41421,1,2,194,8,318
41422,1,2,214,11,312
41423,1,2,229,9,346
41424,1,2,185,6,295
41425,1,2,234,8,333
41426,1,2,201,20,333
41427,1,2,229,5,335
41428,1,2,244,1,258
41429,1,2,227,8,349
41430,1,2,451,15,254
41431,1,2,241,5,284
41432,1,2,252,15,260
41433,1,2,250,10,292
41434,1,2,419,6,326
41435,1,2,505,7,275
41436,1,2,228,8,348
41437,1,2,242,15,261
41438,0,2,175,5,40
41439,1,2,221,4,333
41440,1,2,203,9,336
41441,1,2,228,11,355
41442,1,2,215,9,313
41443,3,2,300,0,87
41444,1,2,198,7,346
41445,1,2,468,11,267
41446,1,2,227,3,350
41447,1,2,236,9,347
41448,1,2,244,2,317
41449,2,1,120,0,363
41450,1,2,248,17,271
